ExhibitionTitle,Date,ExhibitionURL,DisplayName,Nationality,ConstituentBeginDate,ConstituentEndDate,Gender,ConstituentURL
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Christo (Christo Javacheff),American,1935,,Male,moma.org/artists/1114
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Paul Citroen,Dutch,1896,1983,Male,moma.org/artists/1129
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,George Cohen,American,1919,1999,Male,moma.org/artists/1174
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,William Copley,American,1919,1996,Male,moma.org/artists/1238
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Joseph Cornell,American,1903,1972,Male,moma.org/artists/1247
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Salvador Dalí,Spanish,1904,1989,Male,moma.org/artists/1364
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Paul Delvaux,Belgian,1897,1994,Male,moma.org/artists/1485
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Otto Dix,German,1891,1969,Male,moma.org/artists/1559
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Oscar Domínguez,French,1906,1957,Male,moma.org/artists/1579
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Jean Dubuffet,French,1901,1985,Male,moma.org/artists/1633
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Marcel Duchamp,American,1887,1968,Male,moma.org/artists/1634
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Marcel Duhamel,,,,,moma.org/artists/66817
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Max Ernst,French,1891,1976,Male,moma.org/artists/1752
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Julius Evola,,,,,moma.org/artists/47492
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Herbert Ferber,American,1906,1991,Male,moma.org/artists/1851
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Esteban Francés,Spanish,1913,1976,Male,moma.org/artists/8316
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Alberto Giacometti,Swiss,1901,1966,Male,moma.org/artists/2141
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Augusto Giacometti,Swiss,1877,1947,Male,moma.org/artists/2142
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Arshile Gorky,American,1904,1948,Male,moma.org/artists/2252
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Adolph Gottlieb,American,1903,1974,Male,moma.org/artists/2268
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,George Grosz,American,1893,1959,Male,moma.org/artists/2374
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,David Hare,American,1917,1992,Male,moma.org/artists/2504
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Raoul Hausmann,Austrian,1886,1971,Male,moma.org/artists/2544
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Hannah Höch,German,1889,1978,Female,moma.org/artists/2675
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Marcel Janco,Israeli,1895,1984,Male,moma.org/artists/2881
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Marcel Jean,French,1900,1993,Male,moma.org/artists/2898
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Paul Jenkins,American,1923,2012,Male,moma.org/artists/2902
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Jasper Johns,American,1930,,Male,moma.org/artists/2923
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Edward Kienholz,American,1927,1994,Male,moma.org/artists/3088
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Frederick Kiesler,American,1890,1965,Male,moma.org/artists/3091
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Konrad Klapheck,German,,,Male,moma.org/artists/3126
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Yves Klein,French,1928,1962,Male,moma.org/artists/3137
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Wifredo Lam,Cuban,1902,1982,Male,moma.org/artists/3349
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Maurice Lemaître,,,,,moma.org/artists/66819
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Seymour Lipton,American,1903,1986,Male,moma.org/artists/3567
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Remedios Lissarraga,,,,,moma.org/artists/66818
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,René Magritte,Belgian,1898,1967,Male,moma.org/artists/3692
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Man Ray,American,1890,1976,Male,moma.org/artists/3716
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,André Masson,French,1896,1987,Male,moma.org/artists/3821
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Roberto Matta,Chilean,1911,2002,Male,moma.org/artists/3842
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,E.L.T. (Edouard Léon Théodore) Mesens,Belgian,1903,1968,Male,moma.org/artists/3943
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Henri Michaux,French,1899,1984,Male,moma.org/artists/3963
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Joan Miró,Spanish,1893,1983,Male,moma.org/artists/4016
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Max Morise,French,1900,1973,Male,moma.org/artists/8312
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Barnett Newman,American,1905,1970,Male,moma.org/artists/4285
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Claes Oldenburg,,1929,,Male,moma.org/artists/4397
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Gordon Onslow-Ford,British,1912,2003,Male,moma.org/artists/4411
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Meret Oppenheim,Swiss,1913,1985,Female,moma.org/artists/4416
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Max Oppenheimer (MOPP),American,1885,1954,Male,moma.org/artists/4073
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Alfonso Ossorio,American,1916,1990,Male,moma.org/artists/4441
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Wolfgang Paalen,Austrian,1905,1959,Male,moma.org/artists/4462
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Roland Penrose,British,1900,1984,Male,moma.org/artists/4551
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Francis Picabia,French,1879,1953,Male,moma.org/artists/4607
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Roland Piché,,,,,moma.org/artists/66820
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Jackson Pollock,American,1912,1956,Male,moma.org/artists/4675
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Robert Rauschenberg,American,1925,2008,Male,moma.org/artists/4823
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Odilon Redon,French,1840,1916,Male,moma.org/artists/4840
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Hans Richter,American,1888,1976,Male,moma.org/artists/4908
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Mark Rothko,American,1903,1970,Male,moma.org/artists/5047
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Niki de Saint Phalle,French,1930,2002,Female,moma.org/artists/1444
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Lucas Samaras,American,1936,,Male,moma.org/artists/5134
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Christian Schad,German,1894,1982,Male,moma.org/artists/5200
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Morton Livingston Schamberg,,,,,moma.org/artists/27160
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Bernard Schultze,German,1915,,Male,moma.org/artists/5275
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Kurt Schwitters,German,1887,1948,Male,moma.org/artists/5293
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Kurt Seligmann,American,1900,1962,Male,moma.org/artists/5337
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,David Smith,,,,Male,moma.org/artists/49248
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Daniel Spoerri,Swiss,1930,,Male,moma.org/artists/5569
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Theodoros Stamos,American,1922,1997,Male,moma.org/artists/5597
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Sophie Taeuber-Arp,Swiss,1889,1943,Female,moma.org/artists/5777
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Yves Tanguy,American,1900,1955,Male,moma.org/artists/5804
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Jean Tinguely,Swiss,1925,1991,Male,moma.org/artists/5882
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Ernest (Ernest Tino Trova) Trova,American,1927,,Male,moma.org/artists/5938
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Laurence Vail,American,1891,1968,Male,moma.org/artists/6050
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,H. C. Westermann,American,1922,1981,Male,moma.org/artists/6322
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Wols (A. O. Wolfgang Schulze),German,1913,1951,Male,moma.org/artists/6432
"Dada, Surrealism and their Heritage",1968,moma.org/calendar/exhibitions/1884,Clifford Wright,,,,,moma.org/artists/66821
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Eugène Atget,French,1857,1927,Male,moma.org/artists/229
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,George Barnard,American,1819,1902,Male,moma.org/artists/336
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,John Ernest Joseph (E.J.) Bellocq,American,1873,1949,Male,moma.org/artists/453
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Henry Hamilton Bennett,American,1843,1908,Male,moma.org/artists/476
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,E. H. Bone,,,,,moma.org/artists/62234
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Mathew B. Brady,American,1823,1896,Male,moma.org/artists/734
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Frank Davey,,,,,moma.org/artists/65662
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,O. E. Dunlap,,,,,moma.org/artists/65663
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,J. D. Givens,,,,,moma.org/artists/65664
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,André Kertész,American,1894,1985,Male,moma.org/artists/3072
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Darius Kinsey,American,1869,1945,Male,moma.org/artists/3110
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Jacques-Henri Lartigue,French,1894,1986,Male,moma.org/artists/3394
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Eadweard J. Muybridge,American,1830,1904,Male,moma.org/artists/4192
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Timothy O'Sullivan,American,1840,1882,Male,moma.org/artists/4363
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,E. S. Pelham,,,,,moma.org/artists/65665
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,F.H.P.,,,,,moma.org/artists/65694
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Jacob August Riis,American,1849,1914,Male,moma.org/artists/4928
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Arthur Rosenthal,,,,,moma.org/artists/65666
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,J. H. Tomlinson,,,,,moma.org/artists/65667
Photographs Before Surrealism,1968,moma.org/calendar/exhibitions/3498,Charles J. Van Schaick,American,,,Male,moma.org/artists/30731
Cézanne to Miró,1968,moma.org/calendar/exhibitions/1981,Marc Chagall,French,1887,1985,Male,moma.org/artists/1055
Cézanne to Miró,1968,moma.org/calendar/exhibitions/1981,Ernst Ludwig Kirchner,German,1880,1938,Male,moma.org/artists/3115
Christo Wraps the Museum,1968,moma.org/calendar/exhibitions/3499,Christo (Christo Javacheff),American,1935,,Male,moma.org/artists/1114
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Roman Cieslewicz,French,1930,1996,Male,moma.org/artists/1125
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Stanislav Duda,,,,,moma.org/artists/64171
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Ji?í Hilmar,Czech,1937,,Male,moma.org/artists/44646
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Jerzy Kosinski,,,,,moma.org/artists/65670
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Jan Lenica,Polish,1928,2001,Male,moma.org/artists/3480
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Karl Teissig,,,,,moma.org/artists/65669
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Karel Vaca,Czech,1919,1989,Male,moma.org/artists/44648
Recent Czech and Polish Posters,1968,moma.org/calendar/exhibitions/3500,Zden?k Ziegler,Czech,1932,,Male,moma.org/artists/8274
Fifteen Klees,1968,,Paul Klee,German,1879,1940,Male,moma.org/artists/3130
James Stirling: Three University Buildings,1968,moma.org/calendar/exhibitions/3501,James Stirling,British,1926,1992,Male,moma.org/artists/5668
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Aleksandr Archipenko,American,1887,1964,Male,moma.org/artists/209
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Willi Baumeister,German,1889,1955,Male,moma.org/artists/392
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Fernando Botero,Colombian,1932,,Male,moma.org/artists/693
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,André Derain,French,1880,1954,Male,moma.org/artists/1500
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Josef Eberz,German,1880,1942,Male,moma.org/artists/1673
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Fritz Glarner,American,1899,1972,Male,moma.org/artists/2186
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Marsden Hartley,American,1877,1943,Male,moma.org/artists/2521
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Paul Klee,German,1879,1940,Male,moma.org/artists/3130
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Gaston Lachaise,American,1882,1935,Male,moma.org/artists/3332
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Fernand Léger,French,1881,1955,Male,moma.org/artists/6624
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Marisol (Marisol Escobar),Venezuelan,1930,,Female,moma.org/artists/3774
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Kenneth Noland,American,1924,2010,Male,moma.org/artists/4326
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Ad Reinhardt,American,1913,1967,Male,moma.org/artists/4856
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Pablo (Pablo Serrano Aguilar) Serrano,Spanish,1910,1986,Male,moma.org/artists/5352
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Joseph Stella,American,1877,1946,Male,moma.org/artists/5641
Recent Acquisitions: Painting and Sculpture,1968,moma.org/calendar/exhibitions/2922,Tom Wesselmann,American,1931,2004,Male,moma.org/artists/6318
Cartier-Bresson,1968,moma.org/calendar/exhibitions/2259,Henri Cartier-Bresson,French,1908,2004,Male,moma.org/artists/1000
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Carl Andre,American,1935,,Male,moma.org/artists/174
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Walter Darby Bannard,American,1931,,Male,moma.org/artists/322
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Paul Feeley,American,1910,1966,Male,moma.org/artists/1825
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Patricia Johanson,American,1940,,Female,moma.org/artists/2919
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Jasper Johns,American,1930,,Male,moma.org/artists/2923
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Donald Judd,American,1928,1994,Male,moma.org/artists/2948
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Ellsworth Kelly,,1923,,Male,moma.org/artists/3048
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Lyman Kipp,,,,,
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Sol LeWitt,American,1928,2007,Male,moma.org/artists/3528
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Alexander Liberman,American,1912,1999,Male,moma.org/artists/3537
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Morris Louis,American,1912,1962,Male,moma.org/artists/3607
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Agnes Martin,American,1912,2004,Female,moma.org/artists/3787
Art of the Real,1968,moma.org/calendar/exhibitions/1911,John McCracken,American,1934,2011,Male,moma.org/artists/3876
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Robert Morris,American,1931,,Male,moma.org/artists/4108
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Barnett Newman,American,1905,1970,Male,moma.org/artists/4285
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Kenneth Noland,American,1924,2010,Male,moma.org/artists/4326
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Georgia O'Keeffe,American,1887,1986,Female,moma.org/artists/4360
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Larry Poons,American,1937,,Male,moma.org/artists/4691
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Tony Smith,,1912,,Male,moma.org/artists/5494
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Frank Stella,American,1936,,Male,moma.org/artists/5640
Art of the Real,1968,moma.org/calendar/exhibitions/1911,Sanford Wurmfeld,,,,,
My European Trip: Photographs from the Car by Joel Meyerowitz,1968,moma.org/calendar/exhibitions/2611,Joel Meyerowitz,American,1938,,Male,moma.org/artists/3957
John Graham,1968,moma.org/calendar/exhibitions/3502,John D. (Ivan Dombrowski) Graham,American,1881,1961,Male,moma.org/artists/2284
Five Major Loans: Paintings lent by Mrs. Bertram Smith and Norton Simon,1968,moma.org/calendar/exhibitions/2807,Juan Gris,Spanish,1887,1927,Male,moma.org/artists/2349
Five Major Loans: Paintings lent by Mrs. Bertram Smith and Norton Simon,1968,moma.org/calendar/exhibitions/2807,Vasily Kandinsky,French,1866,1944,Male,moma.org/artists/2981
Five Major Loans: Paintings lent by Mrs. Bertram Smith and Norton Simon,1968,moma.org/calendar/exhibitions/2807,Franz Marc,German,1880,1916,Male,moma.org/artists/3748
Five Major Loans: Paintings lent by Mrs. Bertram Smith and Norton Simon,1968,moma.org/calendar/exhibitions/2807,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
Five Major Loans: Paintings lent by Mrs. Bertram Smith and Norton Simon,1968,moma.org/calendar/exhibitions/2807,Georges Rouault,French,1871,1958,Male,moma.org/artists/5053
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Alvar Aalto,Finnish,1898,1976,Male,moma.org/artists/34
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Franco Albini,Italian,1905,1977,Male,moma.org/artists/7991
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Edward Larrabee Barnes,American,1915,2004,Male,moma.org/artists/6966
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Armand Bartos,American,1910,2005,Male,moma.org/artists/62229
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Jorgen Bo,Danish,1919,,Male,moma.org/artists/62231
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Étienne-Louis Boullée,French,1728,1799,,moma.org/artists/40941
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Marcel Breuer,American,1902,1981,Male,moma.org/artists/769
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Constantin Brodzki,,,,,moma.org/artists/62230
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Gordon Bunshaft,American,1909,1990,Male,moma.org/artists/8170
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Jorge Campuzano,Mexican,,,,moma.org/artists/44759
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,John Dinkeloo,American,1918,1981,Male,moma.org/artists/22898
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Peter Eisenman,American,1932,,Male,moma.org/artists/6969
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Dora Gad,Israeli,1912,2003,Female,moma.org/artists/62228
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Michael Graves,American,1934,,Male,moma.org/artists/2308
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Philip Johnson,American,1906,2005,Male,moma.org/artists/2927
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Louis I. Kahn,American,1901,1974,Male,moma.org/artists/2964
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Frederick Kiesler,American,1890,1965,Male,moma.org/artists/3091
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Leo von Klenze,German,1784,1864,Male,moma.org/artists/62902
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Le Corbusier (Charles-Édouard Jeanneret),French,1887,1965,Male,moma.org/artists/3426
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Manfred Lehmbruck,,,,,moma.org/artists/62233
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Karl Mang,,,,,moma.org/artists/62226
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Eva Mang-Frimmel,,,,,moma.org/artists/62227
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Alfred Mansfeld,,1912,2004,,moma.org/artists/39165
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Ludwig Mies van der Rohe,American,1886,1969,Male,moma.org/artists/7166
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Rafael Mijares,Mexican,,,,moma.org/artists/44758
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Oscar Niemeyer,Brazilian,1907,2012,Male,moma.org/artists/8103
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,I. M. Pei,,1917,,,moma.org/artists/38453
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Kevin Roche,American,1922,,Male,moma.org/artists/22897
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Junzo Sakakura,Japanese,1901,1969,,moma.org/artists/35851
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Karl Friedrich Schinkel,German,1781,1841,Male,moma.org/artists/62905
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Hamilton Smith,,,,,moma.org/artists/62225
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Aldo van Eyck,Dutch,1918,1999,,moma.org/artists/39163
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Amancio Williams,,,,Male,moma.org/artists/42343
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Vilhelm Wohlert,,,,,moma.org/artists/62232
Architecture of Museums,1968,moma.org/calendar/exhibitions/2612,Frank Lloyd Wright,American,1867,1959,Male,moma.org/artists/6459
Jean Dubuffet at the Museum of Modern Art,1968,moma.org/calendar/exhibitions/2783,Jean Dubuffet,French,1901,1985,Male,moma.org/artists/1633
Paul Caponigro: Recent Photographs,1968,moma.org/calendar/exhibitions/2613,Paul Caponigro,American,1932,,Male,moma.org/artists/961
Memorial to Six Million Jewish Martyrs,1968,moma.org/calendar/exhibitions/2726,Louis I. Kahn,American,1901,1974,Male,moma.org/artists/2964
Drawings by Sculptors: A Selection from the Collection,1968,,Peter Agostini,American,1913,1993,Male,moma.org/artists/82
Drawings by Sculptors: A Selection from the Collection,1968,,Mary Bauermeister,American,1934,,Female,moma.org/artists/386
Drawings by Sculptors: A Selection from the Collection,1968,,Umberto Boccioni,Italian,1882,1916,Male,moma.org/artists/624
Drawings by Sculptors: A Selection from the Collection,1968,,Lee Bontecou,American,1931,,Female,moma.org/artists/670
Drawings by Sculptors: A Selection from the Collection,1968,,Émile-Antoine Bourdelle,French,1861,1929,Male,moma.org/artists/708
Drawings by Sculptors: A Selection from the Collection,1968,,Constantin Brancusi,French,1876,1957,Male,moma.org/artists/738
Drawings by Sculptors: A Selection from the Collection,1968,,Alexander Calder,American,1898,1976,Male,moma.org/artists/922
Drawings by Sculptors: A Selection from the Collection,1968,,Charles Despiau,French,1874,1946,Male,moma.org/artists/1511
Drawings by Sculptors: A Selection from the Collection,1968,,John Bernard Flannagan,American,1898,1942,Male,moma.org/artists/1908
Drawings by Sculptors: A Selection from the Collection,1968,,Alberto Giacometti,Swiss,1901,1966,Male,moma.org/artists/2141
Drawings by Sculptors: A Selection from the Collection,1968,,Bernhard Heiliger,German,1915,1995,Male,moma.org/artists/2575
Drawings by Sculptors: A Selection from the Collection,1968,,Jean Ipoustéguy,French,1920,,Male,moma.org/artists/2821
Drawings by Sculptors: A Selection from the Collection,1968,,Gaston Lachaise,American,1882,1935,Male,moma.org/artists/3332
Drawings by Sculptors: A Selection from the Collection,1968,,Jacques Lipchitz,American,1891,1973,Male,moma.org/artists/3563
Drawings by Sculptors: A Selection from the Collection,1968,,Seymour Lipton,American,1903,1986,Male,moma.org/artists/3567
Drawings by Sculptors: A Selection from the Collection,1968,,Gerhard Marcks,German,1889,1981,Male,moma.org/artists/3756
Drawings by Sculptors: A Selection from the Collection,1968,,Marino Marini,Italian,1901,1980,Male,moma.org/artists/3772
Drawings by Sculptors: A Selection from the Collection,1968,,Marisol (Marisol Escobar),Venezuelan,1930,,Female,moma.org/artists/3774
Drawings by Sculptors: A Selection from the Collection,1968,,Amedeo Modigliani,Italian,1884,1920,Male,moma.org/artists/4038
Drawings by Sculptors: A Selection from the Collection,1968,,László Moholy-Nagy,American,1895,1946,Male,moma.org/artists/4048
