ExhibitionTitle,Date,ExhibitionURL,DisplayName,Nationality,ConstituentBeginDate,ConstituentEndDate,Gender,ConstituentURL
Three Modern Styles,1950,moma.org/calendar/exhibitions/3376,Paul Lester Wiener,American,1895,1967,Male,moma.org/artists/64014
Three Modern Styles,1950,moma.org/calendar/exhibitions/3376,Marguerite Wildenhain,American,1896,1985,Female,moma.org/artists/6366
Three Modern Styles,1950,moma.org/calendar/exhibitions/3376,Frank Lloyd Wright,American,1867,1959,Male,moma.org/artists/6459
Three Modern Styles,1950,moma.org/calendar/exhibitions/3376,Eva Zeisel,American,1906,2011,Female,moma.org/artists/6556
Three Modern Styles,1950,moma.org/calendar/exhibitions/3376,Zero (Hans Schleger),British,1898,1976,Male,moma.org/artists/6563
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Max Beckmann,German,1884,1950,Male,moma.org/artists/429
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Charles Burchfield,American,1893,1967,Male,moma.org/artists/870
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Giorgio de Chirico,Italian,1888,1978,Male,moma.org/artists/1106
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Charles Demuth,American,1883,1935,Male,moma.org/artists/1490
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Jimmy Ernst,American,1920,1984,Male,moma.org/artists/1751
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Morris Graves,American,1910,2001,Male,moma.org/artists/2309
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Joseph Mellor Hanson,British,1900,1963,Male,moma.org/artists/2494
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Paul Klee,German,1879,1940,Male,moma.org/artists/3130
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Rico Lebrun,American,1900,1964,Male,moma.org/artists/3447
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Fernand Léger,French,1881,1955,Male,moma.org/artists/6624
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Richard Lippold,American,1915,2002,Male,moma.org/artists/3566
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Piet Mondrian,Dutch,1872,1944,Male,moma.org/artists/4057
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Antoine Pevsner,French,1886,1962,Male,moma.org/artists/4591
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
Recent Acquisitions,1950,moma.org/calendar/exhibitions/2919,Richard Pousette-Dart,American,1916,1992,Male,moma.org/artists/4716
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Joseph Bellanca,American,1930,,Male,moma.org/artists/448
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Lou Bernstein,,,,,moma.org/artists/45741
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Harry Bowden,Nationality unknown,,,Male,moma.org/artists/6729
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Leo Bukzin,,,,,moma.org/artists/61850
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Harry Callahan,American,1912,1999,Male,moma.org/artists/924
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Carter,,,,,moma.org/artists/64224
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Allen Downs,,,,,moma.org/artists/61851
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Charles Eames,American,1907,1978,Male,moma.org/artists/1671
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Morris Engel,American,1918,2005,Male,moma.org/artists/1730
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Elliott Erwitt,American,1928,,Male,moma.org/artists/1756
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Louis Faurer,American,1916,2001,Male,moma.org/artists/1811
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Robert Frank,American,1924,,Male,moma.org/artists/1973
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Alfred Gescheidt,,,,,moma.org/artists/46342
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Bob Harrah,,,,,moma.org/artists/61852
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Patricia Harris,,,,,moma.org/artists/61853
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,William Heick,,,,,moma.org/artists/61854
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Florence Homolka,American,1911,1962,Female,moma.org/artists/61855
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Morris Huberland,,,,,moma.org/artists/61856
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Lotte Jacobi,American,1896,1990,Female,moma.org/artists/2868
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Nat Jaffee,,,,,moma.org/artists/61857
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Robert Janssen,,,,,moma.org/artists/61950
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Simpson Kalisher,American,1926,,Male,moma.org/artists/2972
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Lisa Larsen,American,1925,1959,Female,moma.org/artists/3392
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Arthur Leipzig,American,1918,,Male,moma.org/artists/3468
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Jerome Liebling,American,1924,2011,Male,moma.org/artists/3549
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Toshio Matsumoto,Japanese,1932,,Male,moma.org/artists/3838
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Arthur Nakamichi,,,,,moma.org/artists/61859
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Ruth Orkin,American,1921,1985,Female,moma.org/artists/32179
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Homer Page,American,1918,1985,Male,moma.org/artists/4466
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Marion Palfi,American,1917,1978,Female,moma.org/artists/4475
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Alan Palmer,,,,,moma.org/artists/61860
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Irving Penn,American,1917,2009,Male,moma.org/artists/4548
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Fred Plaut,,,,,moma.org/artists/61861
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Martha Roberts,,,,,moma.org/artists/61862
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Arnold Sadow,,,,,moma.org/artists/61863
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Peter Sekaer,American,1901,1950,Male,moma.org/artists/5328
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,"Robert F. Sheehan, 3rd",American,1922,1969,Male,moma.org/artists/18151
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Musya Sheeler,American,,,Female,moma.org/artists/5384
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Arthur Siegel,American,1913,1978,Male,moma.org/artists/5416
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Art Sinsabaugh,American,1924,1983,Male,moma.org/artists/5450
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Aaron Siskind,American,1903,1991,Male,moma.org/artists/5456
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Estelle Smilowitz,,,,,moma.org/artists/61864
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Frederick Sommer,American,1905,1999,Male,moma.org/artists/5520
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Kathleen Telberg-von-Teleheim,,,,,moma.org/artists/64225
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Vladimir Telberg-von-Teleheim,American,1910,1995,Male,moma.org/artists/66654
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,David Vestal,American,1924,2013,Male,moma.org/artists/6142
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Roman Vishniac,American,1897,1990,Male,moma.org/artists/6170
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Edward Wallowitch,Nationality unknown,,,Male,moma.org/artists/6230
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Todd Webb,American,1905,2000,Male,moma.org/artists/6272
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,R.J. Witt,,,,,moma.org/artists/61865
Photographs by 51 Photographers,1950,moma.org/calendar/exhibitions/2409,Jasper Wood,,,,,moma.org/artists/61866
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Leo Amino,American,1911,1989,Male,moma.org/artists/151
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Mary Callery,American,1903,1977,Female,moma.org/artists/926
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,David Hare,American,1917,1992,Male,moma.org/artists/2504
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Milton Elting Hebald,American,1917,,Male,moma.org/artists/2566
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,William D. King,,,,,moma.org/artists/61684
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Walter Midener,,,,,moma.org/artists/64730
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Harriet Moore,,,,,moma.org/artists/66659
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Theodore Roszak,American,1907,1981,Male,moma.org/artists/5039
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Charles Salerno,,,,,moma.org/artists/66660
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,David Smith,American,1906,1965,Male,moma.org/artists/5480
Carvers-Modelers-Welders: A Selection of Recent American Sculpture,1950,moma.org/calendar/exhibitions/3377,Charles Stevens,,,,,moma.org/artists/66661
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Ivan Le Lorraine Albright,American,1897,1983,Male,moma.org/artists/100
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Raúl Anguiano,Mexican,1915,2006,Male,moma.org/artists/186
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Francis Bacon,British,1909,1992,Male,moma.org/artists/272
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Balthus (Baltusz Klossowski de Rola),French,1908,2001,Male,moma.org/artists/317
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Max Beckmann,German,1884,1950,Male,moma.org/artists/429
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,George Bellows,American,1882,1925,Male,moma.org/artists/455
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Hyman Bloom,American,1913,2009,Male,moma.org/artists/609
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Peter Blume,American,1906,1992,Male,moma.org/artists/617
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Charles Burchfield,American,1893,1967,Male,moma.org/artists/870
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Edward Burra,British,1905,1976,Male,moma.org/artists/883
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Vincent Canadé,American,1879,1961,Male,moma.org/artists/945
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Julio Castellanos,Mexican,1905,1947,Male,moma.org/artists/1026
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Ithell Colquhoun,British,1906,1988,Male,moma.org/artists/1197
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Ben L. Culwell,American,1918,1992,Male,moma.org/artists/1329
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Salvador Dalí,Spanish,1904,1989,Male,moma.org/artists/1364
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Charles Demuth,American,1883,1935,Male,moma.org/artists/1490
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Charles Despiau,French,1874,1946,Male,moma.org/artists/1511
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Edwin Dickinson,American,1891,1978,Male,moma.org/artists/1536
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Otto Dix,German,1891,1969,Male,moma.org/artists/1559
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Arthur Dove,American,1880,1946,Male,moma.org/artists/1602
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Max Ernst,French,1891,1976,Male,moma.org/artists/1752
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Andreas Feininger,American,1906,1999,Male,moma.org/artists/1831
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Lucian Freud,British,1922,2011,Male,moma.org/artists/1993
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Morris Graves,American,1910,2001,Male,moma.org/artists/2309
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,George Grosz,American,1893,1959,Male,moma.org/artists/2374
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,"George Overbury (""Pop"") Hart",American,1868,1933,Male,moma.org/artists/2519
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Erich Heckel,German,1883,1970,Male,moma.org/artists/2569
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Barbara Hepworth,British,1903,1975,Female,moma.org/artists/2600
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Karl Hofer,German,1878,1955,Male,moma.org/artists/2686
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Edward Hopper,American,1882,1967,Male,moma.org/artists/2726
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Frida Kahlo,Mexican,1907,1954,Female,moma.org/artists/2963
Painting and Sculpture from the Museum Collection,1950,moma.org/calendar/exhibitions/2868,Ernst Ludwig Kirchner,German,1880,1938,Male,moma.org/artists/3115
